whole name,name,address,price level,types,service type,website,phone number,rating,review count,opening hours,Category
Minus Celsius Ice Cream 10002 greater NYC area,Minus Celsius Ice Cream,"302 Grand St ste.D, New York, NY 10002, USA",1.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,http://www.mcusa.net/,(407) 797-7174,4.5,508.0,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 12:00 – 11:00 PM",BB2
Pig & Butter 10002 greater NYC area,Pig & Butter,"42 Avenue B, New York, NY 10009, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://pigandbutter.com/,(929) 919-4494,4.2,206.0,"Monday: 10:00 AM – 10:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 7:30 PM",BB3
Bluestone Lane 55 Hudson Yards Café 10004 greater NYC area,Bluestone Lane 55 Hudson Yards Café,"55 Hudson Yards, New York, NY 10001, USA",2.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Unknown,https://order.bluestonelane.com/menu/55-hudson-yards?y_source=1_MjQzMjU0NTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(718) 374-6858,4.5,550.0,"Monday: 7:00 AM – 6:00 PM, Tuesday: 7:00 AM – 6:00 PM, Wednesday: 7:00 AM – 6:00 PM, Thursday: 7:00 AM – 6:00 PM, Friday: 7:00 AM – 5:00 PM, Saturday: 7:00 AM – 5:00 PM, Sunday: 7:00 AM – 5:00 PM",BB2
El Toro mexican grill 10004 greater NYC area,El Toro mexican grill,"69 New St, New York, NY 10004, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.eltoronyc.com/,(212) 363-3900,4.3,371.0,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: Closed",BB1
The Malt House 10038 greater NYC area,The Malt House,"9 Maiden Ln, New York, NY 10038, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.themalthousefidi.com/,(646) 682-7577,4.3,1954.0,"Monday: 11:00 AM – 2:00 AM, Tuesday: 11:00 AM – 2:00 AM, Wednesday: 11:00 AM – 2:00 AM, Thursday: 11:00 AM – 2:00 AM, Friday: 11:00 AM – 2:00 AM, Saturday: 10:00 AM – 2:00 AM, Sunday: 10:00 AM – 2:00 AM",BB1
BONDST 10012 greater NYC area,BONDST,"6 Bond St, New York, NY 10012, USA",4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://bondstrestaurant.com/,(212) 777-2500,4.5,1005.0,"Monday: 6:00 – 10:00 PM, Tuesday: 6:00 – 10:30 PM, Wednesday: 6:00 – 10:30 PM, Thursday: 6:00 – 10:30 PM, Friday: 6:00 – 11:30 PM, Saturday: 6:00 – 11:30 PM, Sunday: 6:00 – 10:00 PM",BB1
Nish Nush 10038 greater NYC area,Nish Nush,"88 Reade St, New York, NY 10013, USA",1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://nishnushnyc.com/,(848) 294-1690,4.5,1606.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",BB1
Sake Bara Soko 10002 greater NYC area,Sake Bar Asoko,"127 E Broadway, New York, NY 10002, USA",,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.sakebarasoko.com/,,5.0,37.0,"Monday: Closed, Tuesday: 6:00 PM – 12:00 AM, Wednesday: 6:00 PM – 12:00 AM, Thursday: 6:00 PM – 1:00 AM, Friday: 6:00 PM – 2:00 AM, Saturday: 6:00 PM – 2:00 AM, Sunday: Closed",BB3
Kith Treats 10012 greater NYC area,Kith Treats,"337 Lafayette St, New York, NY 10012, USA",2.0,"['store', 'food', 'point_of_interest', 'establishment']",Unknown,https://kith.com/pages/shop-treats?utm_campaign=Kithtreats&utm_medium=kithtreats.com&utm_source=redirects,(646) 648-6285,4.6,85.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 8:00 PM",BB2
Yoshino 10012 greater NYC area,YOSHINO • NEW YORK,"342 Bowery, New York, NY 10012, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.yoshinonewyork.com/,(917) 444-1988,4.4,129.0,"Monday: 5:30 – 10:30 PM, Tuesday: 5:30 – 10:30 PM, Wednesday: 5:30 – 10:30 PM, Thursday: 5:30 – 10:30 PM, Friday: 5:30 – 10:30 PM, Saturday: 5:30 – 10:30 PM, Sunday: Closed",BB1
Kings Co Imperial-WB 10002 greater NYC area,Kings Co Imperial LES,"168 1/2 Delancey St, New York, NY 10002, USA",2.0,"['night_club', 'meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.kingscoimperial.com/location/kings-co-imperial-les/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=google_business_profile,(212) 475-0244,4.5,321.0,"Monday: 5:30 – 10:00 PM, Tuesday: 5:30 – 10:00 PM, Wednesday: 5:30 – 10:00 PM, Thursday: 5:30 – 10:00 PM, Friday: 5:30 – 11:00 PM, Saturday: 5:30 – 11:00 PM, Sunday: 5:30 – 10:00 PM",BB2
124 Old Rabbit Club 10012 greater NYC area,124 Old Rabbit Club,"124 MacDougal St, New York, NY 10012, USA",2.0,"['bar', 'night_club', 'point_of_interest', 'establishment']",Unknown,http://www.oldrabbit.club/,(917) 524-7576,4.6,478.0,"Monday: 6:00 PM – 2:00 AM, Tuesday: 6:00 PM – 2:00 AM, Wednesday: 6:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 5:00 PM – 1:00 AM",BB3
Artesano Peruvian Cuisine 10038 greater NYC area,Artesano,"90 Chambers St, New York, NY 10007, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://artesanorestaurant.com/,(212) 372-0297,4.7,669.0,"Monday: 12:00 – 10:30 PM, Tuesday: 12:00 – 10:30 PM, Wednesday: 12:00 – 10:30 PM, Thursday: 12:00 – 10:30 PM, Friday: 12:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 10:00 PM",BB1
LENWICH 10007 greater NYC area,LENWICH,"25 Park Pl, New York, NY 10007, USA",2.0,"['meal_delivery', 'cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",Likely Full Service,https://www.lenwich.com/location/tribeca/,(646) 861-1220,4.2,243.0,"Monday: 8:00 AM – 4:00 PM, Tuesday: 8:00 AM – 4:00 PM, Wednesday: 8:00 AM – 4:00 PM, Thursday: 8:00 AM – 4:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: Closed, Sunday: Closed",BB1
Jadis 10002 greater NYC area,Jadis,"42 Rivington St, New York, NY 10002, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.jadisnyc.com/,(212) 254-1675,4.6,356.0,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:30 PM, Thursday: 5:00 PM – 12:00 AM, Friday: 4:00 PM – 1:00 AM, Saturday: 4:00 PM – 1:00 AM, Sunday: 3:00 – 10:30 PM",BB3
Estancia 460 10013 greater NYC area,Estancia 460,"460 Greenwich St, New York, NY 10013, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.estancia460.com/,(212) 431-5093,4.4,293.0,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 10:00 PM",BB3
Inatteso Cafe 10004 greater NYC area,Inatteso Cafe,"38 Little W St, New York, NY 10004, USA",2.0,"['cafe', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",Quick Service,http://www.inattesocafe.com/,(212) 267-7000,4.3,163.0,"Monday: 7:30 AM – 3:00 PM, Tuesday: 7:30 AM – 3:00 PM, Wednesday: 7:30 AM – 3:00 PM, Thursday: 7:30 AM – 3:00 PM, Friday: 7:30 AM – 3:00 PM, Saturday: 7:30 AM – 2:30 PM, Sunday: 7:30 AM – 2:30 PM",BB1
ARTHOUSE.NYC 10012 greater NYC area,ARTHOUSE.NYC,"9 W 8th St, New York, NY 10011, USA",,"['point_of_interest', 'establishment']",Unknown,http://arthouse.nyc/,(800) 420-5590,4.5,4.0,,Not a restaurant
The Greek tribeca 10013 greater NYC area,The Greek tribeca,"452 Washington St, New York, NY 10013, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://thegreektribeca.com/,(646) 476-3941,4.5,486.0,"Monday: 11:30 AM – 9:00 PM, Tuesday: 11:30 AM – 9:00 PM, Wednesday: 11:30 AM – 9:30 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 11:00 PM, Saturday: 11:30 AM – 11:00 PM, Sunday: Closed",BB1
Uncle Lou 10013 greater NYC area,Uncle Lou 快樂人,"73 Mulberry St, New York, NY 10013, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.unclelounyc.com/,(212) 966-5538,4.5,1707.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: Closed, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 10:00 PM",BB1
Maman- Cobble Hill 11201 greater NYC area,maman,"154 Court St, Brooklyn, NY 11201, USA",2.0,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://mamannyc.com/locations/cobble-hill,(347) 725-3279,4.1,240.0,"Monday: 7:30 AM – 6:00 PM, Tuesday: 7:30 AM – 6:00 PM, Wednesday: 7:30 AM – 6:00 PM, Thursday: 7:30 AM – 6:00 PM, Friday: 7:30 AM – 6:00 PM, Saturday: 8:00 AM – 6:00 PM, Sunday: 8:00 AM – 6:00 PM",BB1
Torch & Crown Brewing Company 10013 greater NYC area,Torch & Crown Brewing Company,"12 Vandam St, New York, NY 10013, USA",,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://torchandcrown.com/,(212) 228-7005,4.3,478.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 9:00 PM",BB3
Third Rail Coffee 10012 greater NYC area,Third Rail Coffee,"240 Sullivan St, New York, NY 10012, USA",1.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,http://www.thirdrailcoffee.com/,(646) 580-9416,4.2,356.0,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 8:00 PM",BB2
Duane Park 10012 greater NYC area,Duane Park,"308 Bowery, New York, NY 10012, USA",3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Full Service,https://www.duaneparknyc.com/,(212) 732-5555,4.7,652.0,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 7:30 – 11:00 PM, Friday: 7:45 – 11:30 PM, Saturday: 5:00 PM – 12:00 AM, Sunday: 2:00 – 9:00 PM",BB1
Kimika 10012 greater NYC area,Kimika,"40 Kenmare St, New York, NY 10012, USA",3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,https://www.kimikanyc.com/,(212) 256-9280,4.5,752.0,"Monday: Closed, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:30 PM, Saturday: 5:00 – 10:30 PM, Sunday: Closed",BB1
Dhamaka 10002 greater NYC area,Dhamaka,"119 Delancey St, New York, NY 10002, USA",3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://dhamaka.nyc/,,4.5,3139.0,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 5:00 – 10:00 PM, Sunday: 5:00 – 10:00 PM",BB1
Sweet Chick 10002 greater NYC area,Sweet Chick,"178 Ludlow St, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.sweetchick.com/,(646) 657-0217,4.3,1998.0,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: Closed, Friday: 11:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 10:00 PM",BB1
Gunbae 10007 greater NYC area,Gunbae,"67 Murray St, New York, NY 10007, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://www.gunbaetribeca.com/,(212) 321-2500,4.6,1280.0,"Monday: Closed, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 8:00 PM",BB1
Vybes 109 10013 greater NYC area,Vybes 109 / New York Vybes,"109 Mulberry St, New York, NY 10013, USA",3.0,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,https://newyorkvybes.com/,(917) 645-0211,4.5,249.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 10:30 PM, Saturday: 11:00 AM – 10:30 PM, Sunday: 11:00 AM – 9:00 PM",BB1
One White Street 10013 greater NYC area,One White Street,"1 White St, New York, NY 10013, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.onewhitestreetnyc.com/,(646) 398-7679,4.4,276.0,"Monday: 5:00 – 9:00 PM, Tuesday: 5:00 – 9:00 PM, Wednesday: 5:00 – 9:00 PM, Thursday: 5:00 – 9:00 PM, Friday: 5:00 – 10:00 PM, Saturday: 5:00 – 10:00 PM, Sunday: 5:00 – 9:00 PM",BB1
TADA Korean Fried Chicken 10038 greater NYC area,Tada,"70 Bayard St, New York, NY 10013, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://tadachicken.nyc/,(646) 870-0042,4.6,252.0,"Monday: 11:30 AM – 9:00 PM, Tuesday: Closed, Wednesday: 11:30 AM – 9:00 PM, Thursday: 11:30 AM – 9:00 PM, Friday: 11:30 AM – 9:00 PM, Saturday: 11:30 AM – 9:00 PM, Sunday: 11:30 AM – 9:00 PM",BB1
Market Bar & Cafe 10038 greater NYC area,Market Bar & Cafe,"41 Monroe St, New York, NY 10002, USA",1.0,"['meal_takeaway', 'bar', 'cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",Quick Service,https://www.seamless.com/menu/ccs-cafe-41-monroe-st-new-york/265909?utm_source=seamless_iosapp&utm_medium=content_owned&utm_campaign=menushare,(212) 571-1060,4.6,189.0,,BB2
Carroll Place 10012 greater NYC area,Carroll Place,"157 Bleecker St, New York, NY 10012, USA",2.0,"['night_club', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.carrollplacenyc.com/,(212) 260-1700,4.3,1430.0,"Monday: Closed, Tuesday: Closed, Wednesday: 5:00 PM – 1:00 AM, Thursday: 5:00 PM – 1:00 AM, Friday: 5:00 PM – 3:00 AM, Saturday: 11:00 AM – 3:00 AM, Sunday: 11:00 AM – 10:00 PM",BB3
Douska 10002 greater NYC area,Douska,"63 Delancey St, New York, NY 10002, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,,(646) 657-0908,4.5,223.0,"Monday: 3:00 – 10:30 PM, Tuesday: 3:00 – 10:30 PM, Wednesday: 3:00 – 10:30 PM, Thursday: 3:00 – 10:30 PM, Friday: 3:00 – 10:30 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:30 PM",BB1
NOMO Kitchen 10013 greater NYC area,NOMO Kitchen,"9 Crosby St, New York, NY 10013, USA",3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,https://www.nomosoho.com/nomo-soho-kitchen/,(646) 218-6449,3.9,1129.0,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 11:00 PM, Saturday: 9:00 AM – 11:00 PM, Sunday: 9:00 AM – 4:00 PM",BB1
Sam's Fried Ice Cream 10002 greater NYC area,Sam's Fried Ice Cream,"37B Orchard St, New York, NY 10002, USA",1.0,"['food', 'point_of_interest', 'store', 'establishment']",Unknown,http://www.samsfriedicecream.com/,(646) 361-0705,4.6,402.0,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 2:00 – 11:00 PM, Saturday: 2:00 – 11:00 PM, Sunday: 3:00 – 9:00 PM",BB2
Good Thanks Cafe 10002 greater NYC area,Good Thanks Cafe,"131 Orchard St, New York, NY 10002, USA",2.0,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",Likely Full Service,http://goodthanksnyc.com/,(646) 370-4426,4.6,678.0,"Monday: 8:00 AM – 4:00 PM, Tuesday: 8:00 AM – 4:00 PM, Wednesday: 8:00 AM – 4:00 PM, Thursday: 8:00 AM – 4:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 8:30 AM – 4:00 PM, Sunday: 8:30 AM – 4:00 PM",BB3
Kong Sihk Tong 港食堂 10013 greater NYC area,Kong Sihk Tong,"65 Bayard St, New York, NY 10013, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://kongsihktong.com/,(646) 850-6140,4.3,1019.0,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 9:00 PM, Thursday: 8:00 AM – 9:00 PM, Friday: 8:00 AM – 10:00 PM, Saturday: 8:00 AM – 10:00 PM, Sunday: 8:00 AM – 9:00 PM",BB1
BAO TEA House 10013 greater NYC area,BAO TEA HOUSE,"122 Mulberry St, New York, NY 10013, USA",1.0,"['point_of_interest', 'establishment']",Unknown,,,4.3,105.0,,Not a restaurant
Morgenstern’s Finest Ice Cream 10012 greater NYC area,Morgenstern’s Finest Ice Cream,"88 W Houston St, New York, NY 10012, USA",2.0,"['point_of_interest', 'food', 'store', 'establishment']",Unknown,http://www.morgensternsnyc.com/,(212) 209-7684,4.1,1438.0,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 11:00 PM",BB2
 % Arabica 10038 greater NYC area,% Arabica,"20 Old Fulton St, Brooklyn, NY 11201, USA",1.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",Unknown,https://arabicacoffeeus.com/,(718) 865-2551,4.4,1124.0,"Monday: 7:30 AM – 6:30 PM, Tuesday: 7:30 AM – 6:30 PM, Wednesday: 7:30 AM – 6:30 PM, Thursday: 7:30 AM – 6:30 PM, Friday: 7:30 AM – 6:30 PM, Saturday: 7:30 AM – 6:30 PM, Sunday: 7:30 AM – 6:30 PM",BB2
